N,P,K,temperature,humidity,ph,rainfall,label
22.63,59.19,25.19,21.78,15.88,6.87,78.0,chickpea
20.53,57.07,27.73,18.28,16.25,7.12,69.41,chickpea
12.66,55.82,22.21,16.97,64.38,6.53,45.52,lentil
89.64,35.41,42.03,21.05,78.85,6.14,216.92,coffee
23.95,55.09,27.75,28.79,84.32,6.63,82.44,mungbean
108.35,71.22,105.62,34.89,79.85,6.46,163.95,banana
88.92,44.78,54.63,34.87,85.47,6.47,247.7,jute
21.58,44.84,25.78,38.28,55.41,6.73,66.43,mothbeans
22.62,49.31,35.79,32.58,82.98,7.04,83.17,mungbean
78.17,45.27,116.74,31.33,95.75,7.22,144.7,coconut
23.3,43.83,28.14,29.64,40.56,6.73,80.87,pigeonpeas
86.28,60.93,85.23,32.18,92.96,6.12,26.93,muskmelon
98.78,45.58,45.66,29.7,58.58,6.5,135.64,mango
64.02,50.97,89.91,28.19,94.88,6.92,169.42,coconut
104.06,53.68,64.05,22.12,67.43,7.23,84.15,grapes
65.93,58.33,119.14,29.88,91.19,7.35,175.89,coconut
20.48,56.47,31.17,17.58,64.31,7.21,46.4,lentil
83.0,60.17,81.53,27.58,82.84,6.46,50.89,watermelon
100.14,48.93,90.24,26.89,92.22,6.35,167.19,papaya
91.74,39.62,71.25,23.45,69.44,6.33,80.44,grapes
68.43,54.09,101.71,26.26,87.03,6.78,45.32,watermelon
23.69,50.31,21.36,31.61,73.17,7.03,89.47,blackgram
84.91,51.68,49.46,19.61,93.45,7.16,156.56,orange
81.94,56.33,45.11,28.52,55.33,6.71,126.35,mango
73.34,72.15,93.38,27.7,79.43,6.78,58.05,watermelon
68.59,46.0,49.98,27.3,59.83,6.45,98.31,mango
25.64,49.86,31.72,31.01,80.55,6.7,70.28,mungbean
87.63,32.56,58.54,30.91,61.89,5.91,58.21,pomegranate
85.68,50.79,38.14,23.46,80.57,6.38,200.74,coffee
76.84,40.51,49.11,35.05,56.86,6.56,68.66,pomegranate
83.14,39.66,85.34,27.61,92.36,6.31,189.91,papaya
90.64,43.75,61.27,32.58,60.91,6.25,63.83,pomegranate
20.32,71.94,27.89,16.52,62.82,6.75,57.03,lentil
88.86,48.92,48.49,25.36,85.11,5.97,170.26,rice
26.65,48.01,31.48,18.65,56.91,6.6,41.89,lentil
19.77,48.33,22.06,21.66,21.94,5.91,127.39,kidneybeans
74.22,45.86,68.74,26.5,91.8,5.89,160.01,papaya
66.91,54.18,57.14,9.05,91.09,5.66,136.09,apple
94.76,43.79,38.32,22.15,95.74,6.78,142.25,orange
73.6,59.28,92.19,29.37,88.02,6.87,53.05,watermelon
109.28,43.37,37.63,15.43,86.95,5.82,164.88,coffee
92.98,51.14,61.58,15.5,68.59,6.89,86.65,grapes
93.2,43.64,140.75,32.02,93.56,7.39,147.9,coconut
113.52,47.11,38.58,21.57,66.89,6.38,88.46,maize
34.77,42.76,31.85,26.4,48.3,7.38,72.68,pigeonpeas
85.53,45.17,39.83,32.96,76.92,6.33,220.98,jute
100.87,57.76,62.8,17.73,72.36,6.04,67.49,grapes
61.78,45.57,94.64,30.54,90.44,6.6,26.12,muskmelon
116.11,61.38,46.94,22.46,55.19,6.42,70.85,maize
80.31,51.3,39.44,28.01,83.61,6.9,187.69,jute
92.25,60.81,32.2,26.1,70.46,6.47,89.46,maize
91.87,53.1,60.79,29.25,61.09,6.38,72.54,pomegranate
20.08,41.79,31.12,31.65,58.85,6.73,75.07,pigeonpeas
20.84,48.52,29.85,20.46,15.5,7.01,94.08,chickpea
90.79,45.08,59.66,34.42,56.91,5.54,64.6,pomegranate
108.12,40.49,48.39,23.88,85.09,5.89,273.27,rice
20.6,64.83,29.64,23.82,19.12,6.42,76.71,chickpea
69.27,40.03,44.61,27.59,83.14,6.25,195.07,coffee
113.38,50.64,63.89,23.26,54.57,7.1,99.09,cotton
24.95,55.59,34.83,18.95,17.1,6.3,87.99,chickpea
84.75,59.94,100.52,30.81,94.8,6.52,24.94,muskmelon
112.02,41.04,100.7,29.38,81.12,6.39,152.99,banana
77.49,44.19,128.97,32.48,92.27,6.17,159.74,coconut
35.68,41.86,25.99,25.51,54.16,7.09,89.57,pigeonpeas
22.9,51.75,29.32,31.43,73.57,6.94,87.89,blackgram
57.19,56.35,69.26,5.36,92.24,5.85,180.81,apple
61.19,47.85,129.57,25.24,92.77,6.14,186.01,coconut
15.65,62.65,32.22,23.21,17.86,6.09,92.55,chickpea
67.4,45.61,95.79,33.46,92.55,6.82,25.93,muskmelon
116.97,37.26,57.32,19.33,75.03,6.5,64.46,grapes
62.61,36.57,54.8,21.82,85.14,5.94,225.98,rice
20.21,57.32,21.13,24.45,14.92,6.7,82.31,chickpea
76.15,46.14,61.88,22.87,73.09,6.13,85.26,grapes
136.8,53.64,49.88,25.69,64.7,7.31,88.75,cotton
91.34,42.6,38.95,27.58,56.96,6.27,155.03,mango
83.81,56.46,41.9,24.85,75.6,6.11,194.07,jute
50.53,54.56,54.93,8.69,88.87,6.09,119.63,apple
63.04,55.56,84.21,28.5,78.21,6.26,54.26,watermelon
10.56,41.0,34.48,29.23,86.28,6.82,75.0,mungbean
155.57,55.97,56.92,25.31,66.97,7.33,109.57,cotton
21.3,63.26,26.38,19.12,19.55,5.84,120.13,kidneybeans
18.82,54.71,33.86,30.35,87.45,7.35,95.7,mungbean
27.83,57.52,25.48,35.01,55.23,6.49,56.15,mothbeans
117.21,41.64,92.44,28.06,93.84,6.15,178.5,papaya
86.47,43.33,66.31,32.58,57.93,5.98,62.8,pomegranate
19.62,42.31,24.78,30.13,71.25,6.63,70.76,blackgram
113.75,48.51,50.41,23.88,65.99,6.14,68.45,cotton
28.37,72.29,22.76,16.22,69.54,6.75,57.21,lentil
13.66,41.67,30.64,27.16,70.01,7.12,78.52,blackgram
70.26,49.05,51.43,26.42,90.26,6.82,168.01,orange
75.91,42.72,48.78,31.37,72.92,6.74,244.89,jute
111.82,54.56,41.67,22.03,63.89,6.37,58.66,maize
15.82,47.98,30.57,30.05,87.36,6.21,69.97,mungbean
148.98,49.33,60.08,25.98,61.33,6.87,104.41,cotton
118.59,77.4,55.22,24.27,61.54,6.81,91.51,cotton
19.48,52.12,32.73,30.04,84.81,6.88,76.26,mungbean
104.68,47.94,48.23,21.3,61.14,6.86,94.39,cotton
58.49,67.99,49.6,13.63,91.52,6.07,119.86,apple
104.32,32.1,55.42,16.01,92.39,7.07,148.87,orange
28.31,43.25,27.41,33.74,52.87,6.42,56.94,mothbeans
77.24,40.28,159.88,30.12,92.94,6.73,164.79,coconut
90.21,55.75,34.79,25.37,92.73,6.56,148.22,orange
99.06,35.19,46.24,36.91,77.84,6.46,231.63,jute
20.39,57.57,29.07,22.73,15.65,6.75,86.77,chickpea
132.89,68.96,58.37,28.43,56.02,7.22,85.42,cotton
20.6,48.39,23.44,26.62,85.29,6.33,76.94,mungbean
76.05,44.84,58.46,22.44,70.98,7.42,78.67,grapes
84.68,79.63,91.9,32.92,91.43,6.62,19.47,muskmelon
15.8,51.36,25.24,31.27,71.74,6.98,96.26,blackgram
68.22,41.03,43.06,21.18,76.36,6.74,67.08,grapes
82.13,43.39,44.77,34.11,83.65,6.49,216.61,jute
16.59,30.0,24.61,32.76,67.75,6.81,65.03,blackgram
110.44,48.76,96.98,27.6,94.93,6.11,149.08,papaya
25.41,70.33,35.41,16.8,20.41,5.93,136.18,kidneybeans
82.42,38.33,45.12,23.6,85.59,5.89,214.45,coffee
99.54,52.71,59.47,34.35,55.72,6.56,117.73,mango
86.05,47.97,44.6,29.53,62.29,6.83,138.02,mango
76.17,48.98,117.99,32.63,93.26,6.95,162.61,coconut
14.95,41.91,34.89,17.84,59.58,6.75,52.07,lentil
84.67,54.59,98.49,30.4,94.53,5.66,136.37,coconut
74.52,54.42,90.29,28.88,86.76,6.62,53.3,watermelon
26.15,47.42,29.12,31.18,45.1,6.4,71.2,pigeonpeas
88.81,45.93,58.47,31.81,75.29,6.11,199.66,jute
156.12,46.71,51.13,25.19,61.92,6.32,85.96,cotton
117.39,52.71,65.2,37.92,53.12,6.33,72.88,pomegranate
77.34,36.7,143.92,31.08,92.82,7.33,152.67,coconut
88.43,52.28,57.83,22.89,85.02,6.05,250.62,rice
84.88,42.39,44.58,26.93,80.24,5.99,223.11,rice
29.68,46.79,29.52,31.89,49.63,6.63,86.82,pigeonpeas
56.6,41.05,40.18,9.93,91.23,6.15,148.83,apple
65.47,57.97,109.26,28.77,90.78,6.67,165.34,coconut
72.22,63.88,88.65,31.17,85.61,6.62,52.51,watermelon
97.11,43.53,34.1,24.82,83.92,6.5,242.5,rice
94.93,59.95,71.75,31.51,81.18,6.7,47.12,watermelon
71.23,31.48,62.29,28.52,55.99,6.2,60.43,pomegranate
130.73,77.46,55.24,25.96,57.71,6.97,89.81,cotton
103.35,61.48,107.2,31.17,75.17,6.0,137.14,banana
88.66,45.51,45.09,24.33,79.68,5.79,180.39,coffee
28.92,46.03,29.74,34.08,51.07,6.56,78.53,pigeonpeas
27.65,48.79,27.22,31.07,54.59,6.88,74.46,pigeonpeas
83.07,46.05,58.88,28.56,67.8,6.43,172.83,mango
17.25,58.75,27.35,18.94,20.79,6.54,147.15,kidneybeans
17.44,56.89,28.41,18.6,59.8,6.81,48.52,lentil
30.45,39.63,35.14,26.39,53.87,6.34,84.33,pigeonpeas
85.9,51.05,50.52,20.48,72.56,6.96,83.59,grapes
133.88,57.6,57.56,21.0,60.09,6.49,109.55,cotton
13.4,45.87,29.79,32.1,71.83,6.79,88.94,blackgram
57.37,55.7,52.13,10.06,92.6,5.97,199.36,apple
16.83,55.18,32.04,27.08,74.42,7.26,88.28,blackgram
92.78,53.36,42.36,32.3,55.92,6.04,68.45,pomegranate
77.24,41.23,45.55,23.67,84.0,5.75,251.69,rice
24.01,46.13,29.06,34.61,61.24,6.87,61.01,mothbeans
28.0,32.71,26.8,29.84,69.0,6.76,87.59,blackgram
19.99,35.84,28.32,26.97,86.44,6.78,74.01,mungbean
84.03,61.61,86.63,26.79,81.54,6.43,60.41,watermelon
95.05,39.01,70.73,27.95,94.23,6.11,147.59,papaya
78.62,39.99,42.95,25.2,85.98,6.04,228.7,rice
59.27,56.3,74.87,31.35,79.1,6.4,65.26,watermelon
75.31,52.69,89.57,34.31,91.92,6.75,28.67,muskmelon
90.9,40.88,58.08,30.14,52.24,6.65,129.68,mango
105.36,67.02,60.94,29.99,57.84,6.82,91.3,cotton
19.13,30.7,31.52,30.83,49.09,7.17,69.98,pigeonpeas
88.95,58.79,125.61,29.75,79.75,6.86,198.53,banana
80.81,50.96,43.44,33.84,63.51,7.41,165.6,mango
84.6,37.22,44.38,33.93,64.49,6.79,153.61,mango
82.75,49.74,50.35,19.73,62.81,6.3,72.58,grapes
75.6,47.9,115.89,32.59,91.12,6.35,164.39,coconut
75.04,45.13,89.49,27.6,89.91,6.22,188.16,papaya
20.35,43.38,26.83,34.01,61.32,6.89,69.8,mothbeans
75.7,72.15,100.58,34.21,80.26,6.36,50.21,watermelon
21.33,75.28,32.49,19.16,21.95,6.02,124.66,kidneybeans
111.44,57.11,109.74,29.01,80.78,6.52,170.9,banana
20.38,60.46,28.24,17.89,55.04,7.01,48.61,lentil
23.72,66.39,35.46,17.68,22.08,6.7,135.73,kidneybeans
22.36,65.6,30.22,16.61,20.46,6.29,103.57,kidneybeans
25.99,68.02,29.23,15.14,59.62,6.25,49.02,lentil
67.64,40.83,138.96,34.06,94.15,6.33,173.63,coconut
29.73,32.42,26.02,34.97,52.94,6.93,81.84,pigeonpeas
31.65,45.52,29.18,36.55,51.55,7.45,65.5,mothbeans
14.67,53.99,24.31,19.62,21.75,5.76,127.32,kidneybeans
86.12,46.42,62.91,26.31,92.45,6.15,169.71,papaya
19.07,51.37,36.26,28.77,85.66,6.72,81.61,mungbean
94.68,53.98,39.71,22.03,88.68,6.07,258.21,rice
61.65,70.87,60.78,11.2,89.37,5.91,181.3,apple
19.63,46.69,34.59,31.22,71.17,7.42,73.25,blackgram
20.64,75.2,30.51,18.75,23.12,6.65,148.31,kidneybeans
79.23,53.94,115.18,32.7,83.66,6.73,59.99,watermelon
87.33,44.49,58.94,20.59,62.35,6.39,92.66,grapes
75.32,51.36,55.92,18.84,70.88,5.84,71.5,grapes
85.88,74.23,98.76,31.84,88.1,6.34,24.02,muskmelon
82.58,48.49,95.69,26.34,91.87,5.7,178.86,papaya
108.34,57.71,46.91,23.07,62.18,6.41,74.21,maize
79.05,47.73,57.94,19.26,62.82,6.12,71.45,grapes
14.73,39.63,27.35,29.74,85.14,6.61,76.86,mungbean
73.07,62.13,66.12,2.91,92.72,5.96,155.23,apple
102.28,34.57,66.6,18.62,68.2,5.59,76.65,grapes
89.52,38.35,57.71,16.27,83.76,6.14,188.35,coffee
99.49,50.63,55.8,18.73,73.44,6.95,83.42,grapes
54.55,66.4,59.41,11.48,93.37,5.97,145.52,apple
19.63,39.29,28.07,28.94,86.74,6.95,61.86,mungbean
50.23,52.08,72.02,37.72,93.44,6.75,31.71,muskmelon
87.86,41.59,38.21,27.78,94.88,6.38,149.35,orange
65.95,35.32,45.51,23.07,84.7,5.99,228.85,rice
16.97,55.01,27.73,18.02,21.04,6.26,131.43,kidneybeans
83.82,42.64,57.19,33.6,48.82,6.14,68.38,pomegranate
98.66,57.09,40.83,25.26,68.04,6.37,86.46,maize
115.71,54.03,72.72,26.46,64.44,6.83,75.46,cotton
72.45,34.98,37.26,22.2,86.33,5.88,209.81,coffee
108.95,62.45,79.82,28.26,69.96,6.15,99.83,cotton
118.52,56.99,58.21,24.67,62.96,6.28,74.53,cotton
110.46,56.75,41.46,21.53,68.36,6.82,94.98,maize
110.87,49.54,45.2,13.18,91.29,6.9,136.28,orange
114.88,55.15,55.8,24.8,57.38,6.19,74.19,maize
22.77,49.29,35.09,21.71,15.57,6.74,78.78,chickpea
78.77,43.23,51.69,31.19,77.6,6.16,210.73,jute
97.74,37.37,44.82,23.7,73.33,7.13,74.9,grapes
94.27,43.74,51.69,23.2,87.96,6.0,269.33,rice
94.67,42.26,48.58,24.72,67.96,6.64,70.55,grapes
82.96,56.28,57.39,22.48,84.92,6.1,158.26,coffee
115.98,46.6,50.15,23.53,88.9,6.07,237.17,rice
101.61,31.31,63.41,33.06,40.0,6.41,88.39,pomegranate
77.7,38.11,60.42,34.33,47.21,6.82,79.11,pomegranate
28.36,39.39,39.51,32.59,48.55,7.17,75.29,pigeonpeas
74.95,48.68,89.95,28.77,85.89,6.36,61.94,watermelon
109.54,64.67,141.52,28.18,79.73,5.69,137.65,banana
15.51,49.52,34.58,27.16,86.12,6.85,75.79,mungbean
22.92,62.81,29.16,15.66,19.71,6.31,123.33,kidneybeans
17.29,59.58,33.5,22.45,19.95,6.36,123.61,kidneybeans
15.76,52.56,33.87,28.86,65.98,6.73,72.28,blackgram
74.2,30.04,43.65,22.65,85.63,6.29,199.6,rice
109.27,42.42,68.8,24.4,68.55,6.7,76.1,grapes
84.21,38.01,45.08,31.16,59.45,6.84,150.09,mango
88.34,45.6,56.19,20.66,65.22,5.91,81.92,grapes
64.25,58.25,61.79,4.55,92.37,6.13,126.49,apple
83.8,33.96,35.64,21.52,81.71,5.61,196.26,coffee
116.3,48.75,71.68,29.21,44.67,6.16,66.58,pomegranate
70.2,39.52,95.43,29.3,93.51,6.08,166.2,papaya
66.72,43.93,46.46,20.72,82.94,5.88,246.7,coffee
97.61,35.47,104.23,29.5,92.02,6.27,174.3,coconut
68.44,57.5,55.79,15.71,90.82,6.0,178.45,apple
66.66,56.55,90.73,33.62,89.73,6.79,32.04,muskmelon
22.04,42.6,20.37,33.21,65.71,6.37,98.31,blackgram
65.95,52.11,103.99,28.74,85.56,6.28,58.0,watermelon
90.49,35.97,88.43,27.66,90.44,5.76,184.23,papaya
22.45,49.52,35.09,17.04,56.9,6.16,49.78,lentil
50.12,61.53,43.13,11.66,93.76,6.46,143.38,apple
79.33,47.11,82.89,32.53,94.67,6.3,144.27,coconut
86.32,41.87,55.12,29.69,59.09,6.15,139.28,mango
24.77,39.97,34.11,30.66,48.84,7.03,76.9,pigeonpeas
81.01,44.43,130.22,27.89,94.05,6.55,162.88,coconut
102.9,38.59,56.94,36.9,70.2,6.3,197.64,jute
67.9,65.46,61.64,8.37,91.39,5.99,103.68,apple
66.89,69.19,110.88,31.1,83.59,6.72,60.62,watermelon
21.67,64.2,23.04,21.03,14.95,6.54,89.99,chickpea
100.93,62.1,45.73,21.05,65.11,6.39,81.3,maize
67.23,53.42,73.77,31.97,53.29,6.45,66.19,pomegranate
95.24,45.83,61.84,34.14,51.21,6.04,65.3,pomegranate
77.29,61.17,93.05,32.7,92.03,6.91,23.59,muskmelon
76.98,41.41,154.0,29.48,89.19,6.84,147.36,coconut
95.02,53.84,52.41,23.11,86.45,6.04,179.72,coffee
123.42,58.42,145.05,27.95,80.32,5.77,161.53,banana
80.66,47.54,49.87,23.98,87.64,5.77,205.59,rice
75.87,42.63,48.97,26.12,86.38,5.79,213.3,coffee
112.45,45.64,48.94,19.8,86.41,5.88,176.02,coffee
77.62,39.19,53.75,28.62,80.86,6.36,211.04,jute
87.19,44.62,42.52,21.43,91.17,6.53,176.16,orange
18.2,77.65,28.83,18.69,21.36,6.49,140.13,kidneybeans
60.05,66.03,88.46,30.05,86.51,6.55,69.56,watermelon
28.84,43.49,26.0,28.69,54.93,6.2,80.2,pigeonpeas
94.63,39.56,116.3,29.31,92.03,6.91,180.02,coconut
118.45,54.96,40.0,33.99,61.08,6.53,72.98,pomegranate
81.9,35.75,54.12,20.69,72.91,6.56,89.15,grapes
19.46,41.66,31.09,31.9,68.3,6.74,82.44,blackgram
17.37,56.19,38.49,15.83,62.46,6.88,49.03,lentil
24.69,42.26,22.7,27.08,81.47,7.32,75.83,mungbean
105.85,62.44,148.3,29.14,78.97,6.49,146.01,banana
24.77,50.48,33.02,30.92,86.92,6.71,76.23,mungbean
91.86,47.66,48.65,34.77,79.35,6.01,199.07,jute
90.74,48.73,43.46,36.07,76.55,6.44,229.16,jute
31.31,38.13,25.29,36.8,51.87,6.89,51.29,mothbeans
62.31,34.18,53.09,31.12,55.67,5.87,55.27,pomegranate
18.14,63.16,31.69,18.71,21.38,6.27,123.09,kidneybeans
74.98,54.86,79.34,31.29,84.14,6.21,57.15,watermelon
84.76,38.35,55.59,25.63,64.63,6.41,139.53,mango
66.09,76.95,79.17,31.62,91.29,6.65,36.09,muskmelon
94.07,51.56,90.76,25.56,78.08,6.54,59.24,watermelon
78.75,49.4,40.04,23.79,91.86,6.97,160.45,orange
85.47,45.37,136.15,25.68,91.53,6.39,155.2,coconut
75.51,51.05,43.53,29.82,96.86,6.89,171.22,orange
54.53,54.53,95.43,31.42,81.87,6.43,55.88,watermelon
87.89,45.48,50.12,20.29,90.24,6.23,149.25,orange
70.83,61.55,53.66,9.43,96.93,6.1,167.7,apple
26.05,46.04,22.49,31.47,48.11,7.09,71.41,pigeonpeas
70.99,37.81,43.91,21.6,87.88,5.84,238.34,coffee
107.42,41.87,45.0,33.68,80.25,6.29,204.38,jute
79.28,40.11,39.65,30.62,81.91,6.04,187.23,jute
109.04,35.78,39.16,17.41,85.66,6.12,185.92,coffee
16.22,67.96,24.7,17.5,55.02,6.7,45.6,lentil
77.0,37.35,53.12,22.11,64.3,6.57,73.08,grapes
94.29,46.67,47.37,23.65,80.43,6.17,165.53,rice
12.16,61.25,26.38,18.75,21.36,6.34,118.53,kidneybeans
113.09,45.6,38.27,24.41,64.68,6.81,77.5,maize
95.76,46.29,38.86,22.65,86.52,5.96,161.22,rice
24.1,53.85,28.75,22.98,19.84,6.74,107.43,kidneybeans
21.42,59.33,27.16,27.4,82.2,7.27,74.59,mungbean
62.14,41.4,105.08,30.61,89.9,7.46,152.5,coconut
27.71,54.62,30.98,34.33,51.84,6.59,60.75,mothbeans
101.9,36.14,44.23,17.54,90.77,6.78,190.42,orange
89.8,37.37,47.95,26.23,86.71,5.61,245.25,coffee
51.64,68.08,61.6,7.91,91.94,6.2,150.59,apple
19.13,40.21,30.84,21.19,20.9,6.68,97.87,chickpea
85.47,39.46,40.88,29.23,77.28,6.67,160.88,jute
24.01,39.96,31.72,25.57,49.05,6.45,83.42,pigeonpeas
83.94,47.4,30.68,32.69,71.27,6.72,197.18,jute
67.63,71.02,96.35,32.15,90.35,6.28,29.5,muskmelon
64.81,51.98,51.76,23.2,83.89,6.11,211.26,coffee
96.63,33.78,43.7,29.29,79.22,6.23,193.57,jute
28.09,46.64,31.95,29.16,71.12,6.32,86.06,blackgram
78.73,47.15,47.8,27.68,83.67,6.4,203.57,coffee
64.94,61.88,101.16,29.51,87.2,6.22,53.17,watermelon
78.11,37.47,79.34,24.77,91.99,5.57,161.23,papaya
57.88,58.47,101.57,33.34,94.3,6.24,25.51,muskmelon
23.01,72.4,27.5,17.38,67.9,6.46,49.06,lentil
20.66,48.58,34.07,32.28,73.99,6.95,71.22,blackgram
20.25,56.02,31.0,30.05,85.72,6.92,69.65,mungbean
77.85,64.28,106.65,30.36,86.88,6.38,47.55,watermelon
27.46,43.44,28.07,33.31,54.53,7.22,50.63,mothbeans
24.64,54.52,32.85,30.58,53.13,6.68,78.59,pigeonpeas
54.84,65.05,61.31,11.02,93.09,5.98,129.87,apple
14.36,56.97,33.24,30.26,70.0,6.28,80.0,blackgram
28.01,46.68,27.52,35.24,48.14,6.72,56.37,mothbeans
95.49,48.01,47.3,30.89,55.94,6.84,68.2,pomegranate
90.86,43.73,57.23,26.77,85.98,6.09,187.49,coffee
17.78,39.98,32.87,29.9,74.4,6.54,86.28,blackgram
80.63,51.15,58.77,32.75,79.92,6.22,151.32,jute
57.72,39.91,138.68,30.83,91.89,6.59,161.04,coconut
64.39,37.31,52.09,22.5,81.29,6.2,169.59,coffee
18.07,50.64,31.78,30.3,70.09,7.49,74.69,blackgram
22.89,79.06,38.97,19.61,20.95,5.87,126.58,kidneybeans
23.66,45.58,32.52,34.25,86.81,6.68,71.88,mungbean
98.14,52.5,60.23,15.21,63.39,5.66,67.47,grapes
130.38,54.98,66.65,26.3,60.84,6.73,102.49,cotton
106.28,47.64,51.54,27.25,82.58,6.71,244.93,jute
113.48,54.17,45.59,21.54,64.95,6.16,58.76,maize
87.04,46.19,70.66,21.8,77.75,6.79,93.3,grapes
22.75,45.0,35.66,25.61,74.24,7.0,72.36,blackgram
85.49,49.6,86.54,28.99,92.99,6.38,156.58,coconut
91.9,41.48,53.16,14.1,94.53,6.95,165.54,orange
17.74,43.61,36.15,18.35,23.24,6.17,123.76,kidneybeans
104.02,43.14,57.48,28.03,52.22,6.36,75.01,pomegranate
110.16,47.6,49.21,20.59,88.17,5.82,176.1,coffee
74.95,77.39,105.87,34.09,95.3,6.65,27.73,muskmelon
58.07,60.48,65.58,8.32,89.96,6.07,137.22,apple
22.3,78.49,33.12,22.49,18.94,6.85,79.85,chickpea
23.4,48.75,20.34,38.15,54.32,7.04,51.51,mothbeans
82.72,40.81,68.78,25.93,91.31,5.94,177.28,papaya
99.89,53.67,68.41,27.04,63.38,6.43,67.33,cotton
58.69,60.4,62.59,8.59,92.02,6.0,148.71,apple
23.89,36.09,38.96,29.94,56.53,6.28,78.5,pigeonpeas
86.24,49.53,40.0,20.14,69.4,5.99,77.84,grapes
72.18,56.26,102.42,31.99,88.44,6.22,33.18,muskmelon
80.1,71.45,65.22,28.62,85.8,6.72,59.46,watermelon
87.61,37.27,57.29,24.22,84.22,5.62,241.92,rice
62.75,48.32,63.64,15.36,67.77,6.74,83.98,grapes
22.29,62.52,28.9,22.56,17.57,6.78,79.85,chickpea
90.34,44.15,34.0,18.74,92.04,6.79,181.64,orange
97.85,32.76,104.89,28.54,92.19,5.82,184.76,papaya
21.89,46.44,32.27,30.11,83.23,7.45,74.25,mungbean
124.58,40.07,44.73,23.0,63.7,6.35,51.36,maize
96.28,41.89,75.72,34.03,56.29,6.19,64.68,pomegranate
15.66,55.79,29.48,19.56,19.36,5.86,133.96,kidneybeans
68.77,44.59,59.9,21.61,85.66,6.24,194.26,rice
22.71,46.57,31.51,31.41,70.26,6.67,78.72,blackgram
95.07,50.24,39.97,25.48,89.06,6.9,128.28,orange
71.38,41.06,105.1,29.12,91.99,6.2,152.78,coconut
81.49,41.61,42.91,33.89,81.56,6.49,221.75,jute
64.98,53.19,59.08,8.12,94.44,6.15,157.05,apple
24.83,65.37,30.23,17.34,20.64,6.56,129.68,kidneybeans
89.88,75.61,123.53,30.19,76.09,6.23,164.04,banana
81.79,36.21,46.89,22.69,86.01,5.83,238.44,rice
66.1,47.24,39.89,24.39,87.57,5.83,180.4,rice
26.97,71.22,28.73,21.01,65.27,7.05,49.9,lentil
128.08,56.52,64.08,28.04,51.21,6.86,94.45,cotton
94.46,46.31,46.4,32.56,57.89,7.41,134.08,mango
136.61,48.18,69.23,25.13,65.5,6.17,105.39,cotton
119.86,54.23,135.99,30.02,83.04,6.22,126.11,banana
96.82,43.19,76.1,31.42,61.31,6.19,73.57,pomegranate
70.48,74.48,77.68,33.34,83.6,6.26,50.0,watermelon
17.88,60.56,29.21,20.6,19.38,7.36,78.9,chickpea
71.37,42.0,143.14,29.94,90.73,6.11,180.6,coconut
77.19,32.88,94.95,25.6,91.33,6.08,143.33,papaya
21.6,36.92,31.4,30.24,88.02,6.52,85.19,mungbean
25.61,44.85,31.39,27.68,40.22,6.85,70.48,pigeonpeas
112.49,46.38,45.31,29.55,48.43,5.98,109.56,mango
94.18,57.74,41.53,25.85,68.11,6.25,90.58,maize
22.08,38.46,33.67,28.28,68.27,6.92,84.2,blackgram
91.66,39.59,135.85,31.07,94.48,6.51,132.22,coconut
102.23,72.93,60.1,26.56,56.4,6.71,85.36,cotton
103.79,71.87,117.13,30.5,80.91,6.18,180.07,banana
13.65,57.5,33.74,15.98,66.66,6.28,44.91,lentil
102.39,54.16,76.76,26.14,91.49,5.63,177.29,papaya
80.27,79.16,68.01,27.99,80.64,6.73,52.02,watermelon
63.29,51.3,64.62,9.97,92.44,5.62,163.95,apple
95.61,43.9,58.31,32.95,86.22,6.25,213.55,jute
116.45,63.11,38.42,21.2,63.31,6.33,79.38,maize
116.55,52.17,122.31,31.69,81.09,6.51,125.38,banana
76.33,52.53,48.33,33.74,83.09,6.14,219.37,jute
98.18,41.96,67.21,30.39,67.7,6.15,62.11,pomegranate
85.59,46.12,40.01,31.8,82.05,6.47,249.23,jute
89.36,43.4,76.54,31.96,93.95,6.0,172.69,papaya
73.06,50.03,131.67,31.76,93.51,7.42,163.18,coconut
83.76,47.54,39.82,22.38,85.26,6.0,223.86,coffee
68.47,44.15,59.48,18.34,92.5,6.99,149.73,orange
100.64,58.21,49.73,24.47,55.5,6.85,77.43,cotton
108.58,64.25,52.73,23.81,55.75,6.4,63.96,maize
86.18,48.86,55.17,35.17,50.15,6.09,68.12,pomegranate
19.22,42.39,20.45,25.79,18.66,6.24,87.44,chickpea
25.67,48.82,27.88,32.26,63.95,6.64,52.88,mothbeans
33.87,52.76,36.85,28.23,47.25,6.22,82.75,pigeonpeas
86.48,42.19,72.8,24.43,68.47,6.39,71.54,grapes
36.47,40.22,28.38,26.34,49.63,7.0,78.53,pigeonpeas
92.76,63.58,81.22,31.46,92.07,6.36,21.92,muskmelon
83.89,46.13,36.37,24.55,84.01,6.36,167.08,coffee
99.83,44.65,40.53,20.93,83.21,6.19,222.1,rice
85.5,57.68,46.4,30.1,56.22,7.49,176.49,mango
23.38,45.73,26.35,32.75,68.47,6.62,96.79,blackgram
18.07,63.58,30.83,22.49,18.0,6.37,79.28,chickpea
18.16,56.97,25.28,20.61,69.94,6.54,46.99,lentil
65.11,44.65,105.37,31.44,90.56,7.01,178.93,coconut
19.3,51.92,35.85,30.12,86.79,6.56,64.71,mungbean
